customer_id,status_customer,income_customer,vocation_package,total_spend,country
68,Married,$976,premium,$293,Philippines
69,Unmarried,$518,deluxe,$190,Brazil
70,Unmarried,$986,basic,$187,Philippines
71,Unmarried,$996,basic,$90,Croatia
72,Married,$680,deluxe,$181,Argentina
73,Married,$730,basic,$255,Ireland
74,Married,$564,premium,$60,Peru
75,Unmarried,$504,premium,$54,Indonesia
76,Married,$511,basic,$146,Philippines
77,Married,$710,basic,$201,Japan
78,Unmarried,$630,deluxe,$53,Peru
79,Married,$874,premium,$84,Ukraine
80,Married,$935,premium,$92,China
81,Unmarried,$507,premium,$134,Ethiopia
82,Married,$656,premium,$58,Indonesia
83,Married,$657,deluxe,$230,China
84,Unmarried,$921,premium,$207,Indonesia
85,Married,$838,deluxe,$284,Philippines
86,Unmarried,$914,premium,$283,United States
87,Unmarried,$659,deluxe,$236,China
88,Married,$620,deluxe,$146,Portugal
89,Unmarried,$995,premium,$278,France
90,Married,$859,deluxe,$160,Bolivia
91,Married,$866,deluxe,$103,Sweden
92,Unmarried,$525,deluxe,$69,France
93,Married,$669,deluxe,$68,Indonesia
94,Unmarried,$800,premium,$231,China
95,Married,$990,basic,$297,Albania
96,Married,$878,deluxe,$121,Brazil
97,Married,$566,deluxe,$281,China
98,Unmarried,$867,basic,$78,Philippines
99,Unmarried,$584,basic,$94,Indonesia
100,Married,$701,basic,$256,Canada
101,Unmarried,$962,deluxe,$265,Greece
102,Married,$826,premium,$125,Iran
103,Unmarried,$614,premium,$251,Portugal
104,Unmarried,$713,premium,$200,France
105,Married,$526,basic,$297,Ethiopia
106,Unmarried,$828,basic,$265,Nigeria
107,Married,$783,premium,$235,China
108,Unmarried,$837,premium,$57,China
109,Married,$868,premium,$157,Guatemala
110,Unmarried,$673,basic,$89,Morocco
111,Married,$870,basic,$93,Indonesia
112,Married,$595,deluxe,$139,Madagascar
113,Unmarried,$546,premium,$207,Russia
114,Married,$566,deluxe,$281,Brazil
115,Married,$821,deluxe,$190,Ukraine
116,Married,$780,basic,$111,Philippines
117,Married,$908,premium,$58,Poland
118,Unmarried,$799,basic,$86,China
119,Married,$526,basic,$206,Oman
120,Married,$714,deluxe,$166,Indonesia
121,Married,$783,basic,$266,Philippines
122,Married,$684,deluxe,$188,Vietnam
123,Married,$567,deluxe,$112,Kazakhstan
124,Married,$872,deluxe,$162,China
125,Unmarried,$983,premium,$250,Colombia
126,Married,$956,premium,$208,Mexico
127,Married,$822,deluxe,$213,Norway
128,Married,$685,basic,$185,Indonesia
129,Unmarried,$608,deluxe,$290,China
130,Married,$729,deluxe,$130,Canada
131,Unmarried,$902,deluxe,$123,Indonesia
132,Married,$861,deluxe,$289,Burkina Faso
133,Unmarried,$891,deluxe,$148,Poland
134,Unmarried,$858,deluxe,$260,China
135,Married,$513,deluxe,$236,China
136,Married,$975,deluxe,$256,Colombia
137,Married,$752,deluxe,$264,Sweden
138,Married,$771,deluxe,$243,Panama
139,Unmarried,$592,premium,$132,New Zealand
140,Unmarried,$640,premium,$165,Ukraine
141,Unmarried,$788,basic,$215,France
142,Married,$945,basic,$137,Slovenia
143,Unmarried,$683,deluxe,$192,Argentina
144,Married,$758,premium,$209,Germany
145,Unmarried,$995,premium,$260,Russia
146,Married,$833,deluxe,$127,Russia
147,Unmarried,$863,basic,$163,Iran
148,Married,$791,deluxe,$121,Portugal
149,Married,$851,deluxe,$216,Indonesia
150,Unmarried,$910,premium,$59,Vietnam
151,Married,$918,basic,$156,Pakistan
152,Unmarried,$738,basic,$193,Indonesia
153,Married,$848,premium,$290,Thailand
154,Unmarried,$637,premium,$274,Equatorial Guinea
155,Married,$587,deluxe,$183,China
156,Unmarried,$735,premium,$245,Pakistan
157,Married,$539,premium,$147,China
158,Unmarried,$505,deluxe,$239,Colombia
159,Married,$802,premium,$115,Serbia
160,Unmarried,$966,basic,$76,Ecuador
161,Unmarried,$888,premium,$95,Portugal
162,Unmarried,$783,basic,$89,Russia
163,Married,$978,premium,$114,Czech Republic
164,Unmarried,$968,deluxe,$218,Russia
165,Unmarried,$523,premium,$288,Philippines
166,Unmarried,$785,premium,$89,China
167,Unmarried,$819,deluxe,$296,Poland
168,Married,$529,basic,$229,Estonia
169,Unmarried,$937,premium,$223,Argentina
170,Married,$502,deluxe,$265,Sweden
171,Married,$877,deluxe,$288,Syria
172,Married,$692,deluxe,$120,Indonesia
173,Married,$650,deluxe,$66,China
174,Married,$989,deluxe,$180,China
175,Married,$618,basic,$263,Japan
176,Unmarried,$835,basic,$149,Nigeria
177,Unmarried,$941,deluxe,$228,China
178,Unmarried,$684,deluxe,$229,Philippines
179,Married,$819,deluxe,$120,Portugal
180,Married,$720,deluxe,$277,Portugal
181,Married,$925,basic,$73,China
182,Married,$654,deluxe,$115,China
183,Unmarried,$578,basic,$222,Republic of the Congo
184,Unmarried,$900,premium,$75,Russia
185,Unmarried,$878,basic,$258,China
186,Married,$963,basic,$246,Malaysia
187,Married,$689,deluxe,$92,China
188,Unmarried,$754,deluxe,$190,Slovenia
189,Unmarried,$783,premium,$111,Russia
190,Unmarried,$543,deluxe,$112,China
191,Married,$796,basic,$252,Argentina
192,Married,$861,premium,$177,Portugal
193,Married,$809,deluxe,$213,Ireland
194,Married,$583,premium,$264,Indonesia
195,Unmarried,$957,deluxe,$215,Thailand
196,Married,$898,basic,$73,Japan
197,Unmarried,$962,basic,$253,Cuba
198,Married,$953,premium,$231,Sweden
199,Unmarried,$925,premium,$169,China
200,Married,$908,premium,$166,Greece
201,Unmarried,$663,premium,$255,Cameroon
202,Unmarried,$686,deluxe,$126,Russia
203,Married,$939,deluxe,$180,Indonesia
204,Married,$620,deluxe,$263,Azerbaijan
205,Married,$922,premium,$220,Ukraine
206,Married,$641,premium,$228,Indonesia
207,Unmarried,$669,deluxe,$134,Indonesia
208,Married,$657,deluxe,$140,Chile
209,Married,$510,premium,$212,Canada
210,Unmarried,$504,premium,$143,Chile
211,Married,$692,deluxe,$148,Japan
212,Married,$821,basic,$184,Spain
213,Unmarried,$681,deluxe,$82,Portugal
214,Married,$681,premium,$146,Micronesia
215,Unmarried,$591,basic,$105,Mexico
216,Unmarried,$648,basic,$59,Tanzania
217,Married,$917,basic,$300,Brazil
218,Married,$607,basic,$100,Russia
219,Married,$871,deluxe,$167,Colombia
220,Married,$643,premium,$86,Indonesia
221,Unmarried,$589,premium,$53,China
222,Unmarried,$715,premium,$108,Indonesia
223,Married,$956,basic,$251,Indonesia
224,Married,$828,basic,$241,China
225,Unmarried,$807,basic,$62,Japan
226,Married,$892,basic,$296,Nigeria
227,Married,$543,premium,$148,Indonesia
228,Married,$636,deluxe,$223,Portugal
229,Married,$651,deluxe,$56,Indonesia
230,Married,$970,deluxe,$161,China
231,Married,$946,premium,$184,Indonesia
232,Married,$701,basic,$223,Philippines
233,Married,$650,deluxe,$62,China
234,Married,$959,basic,$142,China
235,Married,$696,premium,$68,Tanzania
236,Unmarried,$721,basic,$164,Norway
237,Unmarried,$875,basic,$174,Japan
238,Married,$693,deluxe,$230,Peru
239,Unmarried,$528,basic,$192,Montenegro
240,Married,$575,basic,$55,Philippines
241,Married,$796,deluxe,$186,Moldova
242,Married,$692,deluxe,$278,Sweden
243,Married,$653,basic,$294,Indonesia
244,Unmarried,$869,deluxe,$59,Indonesia
245,Married,$819,basic,$170,Russia
246,Unmarried,$525,basic,$191,Nepal
247,Unmarried,$544,deluxe,$184,Brazil
248,Unmarried,$661,basic,$141,China
249,Married,$761,basic,$103,Nigeria
250,Married,$739,premium,$81,Malaysia
251,Unmarried,$936,deluxe,$246,Mongolia
252,Married,$540,basic,$229,Russia
253,Unmarried,$569,deluxe,$68,Philippines
254,Unmarried,$949,premium,$286,Philippines
255,Unmarried,$903,basic,$169,Malaysia
256,Married,$719,premium,$292,China
257,Unmarried,$794,deluxe,$155,Ireland
258,Unmarried,$835,premium,$87,Nigeria
259,Unmarried,$977,deluxe,$137,Colombia
260,Unmarried,$723,premium,$266,Argentina
261,Unmarried,$994,basic,$117,Sweden
262,Married,$835,premium,$216,Indonesia
263,Married,$887,basic,$283,France
264,Married,$853,deluxe,$55,Finland
265,Married,$528,deluxe,$138,United States
266,Unmarried,$609,premium,$120,Iran
267,Married,$907,basic,$116,Portugal
268,Married,$988,premium,$81,Uganda
269,Unmarried,$819,basic,$265,China
270,Unmarried,$797,premium,$164,Portugal
271,Married,$821,basic,$295,Indonesia
272,Unmarried,$954,basic,$254,Madagascar
273,Unmarried,$879,basic,$226,China
274,Unmarried,$801,deluxe,$255,Indonesia
275,Unmarried,$994,deluxe,$182,Cameroon
276,Unmarried,$689,deluxe,$74,Philippines
277,Married,$613,premium,$62,Portugal
278,Unmarried,$644,deluxe,$125,Philippines
279,Married,$746,deluxe,$148,Colombia
280,Unmarried,$950,deluxe,$281,Indonesia
281,Unmarried,$520,premium,$118,Indonesia
282,Married,$843,deluxe,$150,Kazakhstan
283,Unmarried,$683,basic,$187,Haiti
284,Married,$655,basic,$245,Russia
285,Unmarried,$860,premium,$272,Nigeria
286,Unmarried,$844,premium,$161,Czech Republic
287,Unmarried,$698,deluxe,$296,Russia
288,Unmarried,$608,basic,$207,Vietnam
289,Married,$985,premium,$299,Iran
290,Unmarried,$539,deluxe,$294,Philippines
291,Unmarried,$763,premium,$60,Indonesia
292,Unmarried,$785,premium,$244,Philippines
293,Married,$708,premium,$177,China
294,Married,$920,deluxe,$285,Pakistan
295,Unmarried,$881,basic,$298,Mongolia
296,Married,$932,basic,$103,Indonesia
297,Unmarried,$517,basic,$269,Bangladesh
298,Married,$980,deluxe,$255,Venezuela
299,Unmarried,$980,basic,$156,France
300,Married,$847,basic,$276,China
301,Unmarried,$645,premium,$113,Peru
302,Married,$994,premium,$246,Venezuela
303,Married,$743,premium,$112,Indonesia
304,Married,$799,basic,$127,China
305,Unmarried,$992,deluxe,$60,Colombia
306,Married,$895,basic,$63,Colombia
307,Married,$669,premium,$94,China
308,Married,$961,premium,$124,Russia
309,Unmarried,$784,basic,$174,Ecuador
310,Married,$957,deluxe,$107,Indonesia
311,Married,$779,deluxe,$245,France
312,Unmarried,$765,deluxe,$55,Israel
313,Unmarried,$753,basic,$115,Indonesia
314,Unmarried,$801,deluxe,$73,China
315,Unmarried,$502,deluxe,$266,China
316,Married,$846,basic,$95,China
317,Unmarried,$814,premium,$90,Azerbaijan
318,Married,$962,deluxe,$140,Mozambique
319,Married,$859,basic,$57,Nigeria
320,Married,$607,premium,$247,Nepal
321,Unmarried,$510,premium,$101,China
322,Unmarried,$894,premium,$275,China
323,Married,$645,premium,$286,Democratic Republic of the Congo
324,Married,$581,basic,$87,Peru
325,Unmarried,$691,premium,$226,Poland
326,Unmarried,$669,basic,$109,Thailand
327,Married,$722,premium,$153,Chile
328,Unmarried,$943,deluxe,$93,Bulgaria
329,Unmarried,$899,premium,$191,Russia
330,Unmarried,$674,deluxe,$154,Argentina
331,Married,$541,premium,$197,Costa Rica
332,Married,$865,deluxe,$285,Ireland
333,Married,$608,basic,$194,Peru
334,Unmarried,$773,deluxe,$92,Costa Rica
335,Unmarried,$639,basic,$149,Denmark
336,Unmarried,$562,deluxe,$106,Philippines
337,Unmarried,$685,deluxe,$106,Belarus
338,Unmarried,$716,basic,$199,Paraguay
339,Married,$822,basic,$166,Mexico
340,Unmarried,$786,deluxe,$50,China
341,Married,$671,basic,$205,China
342,Married,$644,basic,$105,China
343,Unmarried,$712,premium,$210,Colombia
344,Unmarried,$854,deluxe,$175,Mozambique
345,Unmarried,$754,basic,$214,Costa Rica
346,Married,$595,basic,$182,Greece
347,Unmarried,$902,deluxe,$222,China
348,Unmarried,$531,deluxe,$105,Philippines
349,Married,$594,basic,$202,Japan
350,Married,$960,premium,$218,China
351,Married,$540,basic,$264,France
352,Married,$639,premium,$252,Portugal
353,Unmarried,$584,basic,$170,Russia
354,Unmarried,$639,deluxe,$170,China
355,Unmarried,$847,deluxe,$157,Nigeria
356,Unmarried,$951,basic,$267,Russia
357,Married,$556,premium,$183,China
358,Married,$848,premium,$288,China
359,Married,$824,basic,$235,Poland
360,Unmarried,$799,premium,$69,Poland
361,Married,$604,deluxe,$276,Ukraine
362,Married,$953,deluxe,$124,Indonesia
363,Unmarried,$767,premium,$224,Philippines
364,Married,$804,basic,$259,China
365,Unmarried,$645,premium,$255,New Zealand
366,Married,$848,premium,$64,Dominica
367,Married,$669,premium,$50,Thailand
368,Married,$611,premium,$151,China
369,Unmarried,$578,premium,$171,Poland
370,Married,$901,premium,$183,Poland
371,Unmarried,$640,basic,$121,China
372,Unmarried,$606,deluxe,$217,France
373,Unmarried,$903,deluxe,$237,China
374,Unmarried,$778,premium,$285,China
375,Married,$827,basic,$204,China
376,Married,$644,basic,$70,Russia
377,Married,$544,premium,$112,Mexico
378,Unmarried,$775,basic,$193,Armenia
379,Married,$938,basic,$75,Ukraine
380,Unmarried,$661,deluxe,$146,Vietnam
381,Unmarried,$607,basic,$187,Vietnam
382,Married,$965,basic,$109,Indonesia
383,Unmarried,$974,basic,$96,Croatia
384,Married,$730,basic,$155,Hungary
385,Unmarried,$803,basic,$65,Netherlands
386,Married,$970,premium,$173,Nigeria
387,Unmarried,$754,basic,$220,Syria
388,Married,$721,deluxe,$209,Indonesia
389,Unmarried,$586,deluxe,$173,Nicaragua
390,Unmarried,$846,premium,$188,China
391,Married,$578,deluxe,$111,Poland
392,Married,$744,basic,$191,China
393,Married,$615,premium,$266,China
394,Married,$720,basic,$155,Thailand
395,Unmarried,$540,basic,$58,China
396,Married,$918,basic,$279,Kazakhstan
397,Married,$924,deluxe,$181,Myanmar
398,Married,$968,premium,$164,Malaysia
399,Married,$680,deluxe,$115,Turkmenistan
400,Married,$954,deluxe,$115,Democratic Republic of the Congo
401,Married,$619,basic,$133,China
402,Unmarried,$697,premium,$78,China
403,Unmarried,$683,deluxe,$110,China
404,Married,$729,basic,$187,Vietnam
405,Unmarried,$889,deluxe,$162,Philippines
406,Unmarried,$567,basic,$150,Ukraine
407,Married,$557,premium,$213,Indonesia
408,Married,$817,deluxe,$169,China
409,Married,$673,deluxe,$241,China
410,Married,$842,basic,$166,Indonesia
411,Married,$769,deluxe,$233,China
412,Unmarried,$566,premium,$205,Russia
413,Married,$921,deluxe,$86,Thailand
414,Married,$935,basic,$251,Philippines
415,Married,$705,basic,$145,Indonesia
416,Married,$681,basic,$87,Brazil
417,Married,$951,basic,$55,Ukraine
418,Unmarried,$985,premium,$253,Indonesia
419,Unmarried,$648,premium,$63,China
420,Unmarried,$766,premium,$176,Indonesia
421,Married,$723,basic,$291,United States
422,Married,$738,deluxe,$58,China
423,Married,$770,basic,$137,Greece
424,Married,$600,basic,$81,Philippines
425,Unmarried,$751,deluxe,$85,Poland
426,Unmarried,$549,deluxe,$107,Japan
427,Unmarried,$793,deluxe,$232,Peru
428,Unmarried,$548,basic,$229,Poland
429,Married,$781,deluxe,$273,Peru
430,Unmarried,$687,premium,$65,Sweden
431,Married,$812,basic,$189,China
432,Unmarried,$598,premium,$257,Montenegro
433,Unmarried,$575,basic,$102,China
434,Unmarried,$598,basic,$95,China
435,Unmarried,$573,premium,$288,China
436,Married,$988,premium,$245,Mexico
437,Unmarried,$677,basic,$134,China
438,Married,$834,deluxe,$234,Lithuania
439,Married,$924,basic,$247,Ukraine
440,Married,$527,deluxe,$218,France
441,Unmarried,$624,premium,$82,Philippines
442,Unmarried,$982,premium,$272,Cuba
443,Married,$509,basic,$294,Indonesia
444,Married,$703,premium,$125,France
445,Unmarried,$528,premium,$243,China
446,Married,$832,deluxe,$207,China
447,Married,$956,premium,$85,Philippines
448,Unmarried,$845,premium,$127,Peru
449,Unmarried,$858,premium,$70,Haiti
450,Unmarried,$896,basic,$270,China
451,Married,$983,premium,$213,Norway
452,Unmarried,$980,deluxe,$256,United States
453,Unmarried,$830,deluxe,$135,Sweden
454,Unmarried,$553,premium,$292,China
455,Married,$909,premium,$180,China
456,Married,$841,deluxe,$135,Indonesia
457,Married,$737,deluxe,$156,Nigeria
458,Unmarried,$613,basic,$86,Greece
459,Unmarried,$724,deluxe,$181,China
460,Unmarried,$923,premium,$190,Australia
461,Married,$601,basic,$290,Yemen
462,Unmarried,$738,deluxe,$93,China
463,Married,$632,deluxe,$264,Sweden
464,Married,$583,deluxe,$274,United States
465,Unmarried,$673,premium,$63,Russia
466,Married,$997,premium,$108,China
467,Married,$640,deluxe,$274,Indonesia
468,Married,$579,premium,$186,Brazil
469,Married,$613,premium,$181,Indonesia
470,Unmarried,$754,premium,$96,Nigeria
471,Unmarried,$854,premium,$67,China
472,Married,$833,deluxe,$182,Bangladesh
473,Married,$704,deluxe,$127,Azerbaijan
474,Married,$891,premium,$95,Belarus
475,Married,$743,premium,$167,Brazil
476,Married,$504,deluxe,$163,Russia
477,Unmarried,$667,premium,$89,Czech Republic
478,Unmarried,$932,premium,$276,Japan
479,Married,$907,premium,$262,China
480,Unmarried,$791,deluxe,$265,Czech Republic
481,Unmarried,$856,deluxe,$289,Democratic Republic of the Congo
482,Unmarried,$702,basic,$155,Indonesia
483,Married,$782,basic,$101,South Africa
484,Unmarried,$513,basic,$130,United States
485,Married,$650,deluxe,$176,Philippines
486,Married,$749,premium,$156,China
487,Married,$930,basic,$250,China
488,Unmarried,$925,basic,$229,Russia
489,Married,$769,deluxe,$256,Poland
490,Married,$696,deluxe,$122,Panama
491,Married,$713,premium,$261,China
492,Married,$690,deluxe,$142,Russia
493,Married,$702,premium,$204,Philippines
494,Unmarried,$901,deluxe,$266,Indonesia
495,Married,$806,premium,$228,Colombia
496,Unmarried,$657,deluxe,$213,Russia
497,Married,$853,deluxe,$288,Sri Lanka
498,Unmarried,$706,basic,$94,China
499,Married,$522,basic,$108,Philippines
500,Married,$630,basic,$67,Peru
501,Unmarried,$711,deluxe,$105,China
502,Married,$836,deluxe,$159,Indonesia
503,Unmarried,$972,basic,$55,Guatemala
504,Unmarried,$515,premium,$219,Poland
505,Unmarried,$991,basic,$194,Bolivia
506,Married,$506,deluxe,$212,China
507,Unmarried,$646,premium,$187,Bangladesh
508,Married,$880,premium,$251,Indonesia
509,Married,$665,basic,$234,Thailand
510,Unmarried,$636,premium,$91,Mexico
511,Married,$932,premium,$71,Indonesia
512,Unmarried,$979,basic,$55,China
513,Married,$919,premium,$140,Belarus
514,Married,$530,basic,$81,China
515,Married,$961,basic,$275,China
516,Unmarried,$553,basic,$71,China
517,Unmarried,$583,deluxe,$259,Portugal
518,Unmarried,$829,basic,$216,China
519,Married,$698,basic,$158,Russia
520,Married,$580,basic,$104,Cuba
521,Married,$510,basic,$269,Malaysia
522,Unmarried,$914,basic,$70,Nepal
523,Married,$557,deluxe,$71,Iraq
524,Married,$625,premium,$160,Indonesia
525,Married,$524,basic,$270,Philippines
526,Married,$842,basic,$140,South Korea
527,Married,$787,deluxe,$180,Indonesia
528,Married,$893,deluxe,$199,Japan
529,Married,$651,deluxe,$153,Israel
530,Unmarried,$900,basic,$102,Philippines
531,Unmarried,$745,premium,$278,Colombia
532,Married,$767,deluxe,$260,Indonesia
533,Unmarried,$685,basic,$80,Brazil
534,Unmarried,$791,basic,$234,Portugal
535,Married,$527,premium,$84,Reunion
536,Unmarried,$561,basic,$161,Japan
537,Married,$586,basic,$285,Brazil
538,Unmarried,$802,deluxe,$64,Indonesia
539,Married,$921,deluxe,$61,Mexico
540,Unmarried,$966,premium,$299,Comoros
541,Unmarried,$701,deluxe,$275,Russia
542,Married,$931,deluxe,$293,Brazil
543,Unmarried,$750,basic,$165,Sweden
544,Married,$619,deluxe,$217,Russia
545,Unmarried,$814,premium,$80,United States
546,Unmarried,$755,premium,$190,Czech Republic
547,Married,$510,premium,$276,Cyprus
548,Married,$787,deluxe,$132,Portugal
549,Married,$665,deluxe,$54,China
550,Married,$726,deluxe,$230,Indonesia
551,Married,$636,basic,$88,Indonesia
552,Unmarried,$868,basic,$133,Honduras
553,Married,$852,basic,$101,Indonesia
554,Unmarried,$693,premium,$71,Albania
555,Married,$921,premium,$76,Russia
556,Unmarried,$769,basic,$196,China
557,Unmarried,$962,premium,$190,Tunisia
558,Unmarried,$573,basic,$261,Poland
559,Married,$768,deluxe,$237,Bosnia and Herzegovina
560,Unmarried,$523,deluxe,$240,Chile
561,Married,$796,deluxe,$110,China
562,Married,$690,basic,$177,Philippines
563,Unmarried,$787,premium,$59,Russia
564,Unmarried,$952,premium,$109,Japan
565,Unmarried,$952,deluxe,$182,Russia
566,Unmarried,$810,deluxe,$165,Czech Republic
567,Unmarried,$503,premium,$185,Indonesia
568,Married,$537,premium,$117,China
569,Unmarried,$910,premium,$95,Netherlands
570,Married,$657,premium,$158,Mexico
571,Unmarried,$672,basic,$210,Kenya
572,Married,$883,deluxe,$212,Sweden
573,Unmarried,$769,premium,$152,Montenegro
574,Unmarried,$597,basic,$96,Sweden
575,Unmarried,$986,basic,$73,Argentina
576,Unmarried,$957,deluxe,$216,Portugal
577,Married,$649,premium,$177,Norway
578,Married,$897,deluxe,$170,China
579,Married,$753,basic,$140,China
580,Married,$699,deluxe,$225,Yemen
581,Unmarried,$806,premium,$69,Philippines
582,Unmarried,$833,basic,$245,Indonesia
583,Married,$752,basic,$119,Czech Republic
584,Unmarried,$715,deluxe,$92,Bahamas
585,Unmarried,$886,premium,$142,Aland Islands
586,Married,$526,premium,$185,Brazil
587,Married,$607,premium,$98,Indonesia
588,Unmarried,$757,premium,$258,China
589,Unmarried,$927,deluxe,$145,China
590,Married,$806,basic,$211,Azerbaijan
591,Unmarried,$544,deluxe,$135,Russia
592,Unmarried,$925,deluxe,$56,Philippines
593,Married,$887,premium,$251,United Arab Emirates
594,Unmarried,$914,basic,$109,China
595,Unmarried,$707,deluxe,$266,United States
596,Unmarried,$645,deluxe,$104,Russia
597,Married,$875,premium,$225,Vietnam
598,Unmarried,$593,basic,$271,Finland
599,Married,$729,deluxe,$129,Tanzania
600,Married,$568,basic,$99,Philippines
