customer_id,status_customer,income_customer,vocation_package,total_spend,country
337,pending,$601,deluxe,$157,Indonesia
338,active,$971,deluxe,$77,China
339,pending,$834,basic,$199,China
340,inactive,$898,premium,$105,Greece
341,pending,$602,deluxe,$298,China
342,inactive,$526,deluxe,$297,China
343,inactive,$627,deluxe,$99,Brazil
344,active,$881,deluxe,$84,Estonia
345,active,$717,deluxe,$149,France
346,pending,$978,deluxe,$227,Portugal
347,pending,$644,basic,$113,Bosnia and Herzegovina
348,active,$518,deluxe,$143,Argentina
349,pending,$771,basic,$111,Russia
350,inactive,$715,premium,$50,Sweden
351,inactive,$803,deluxe,$245,Yemen
352,pending,$782,premium,$200,China
353,inactive,$923,premium,$76,Pakistan
354,pending,$883,basic,$76,Saudi Arabia
355,active,$627,basic,$168,Brazil
356,inactive,$771,basic,$282,Poland
357,pending,$761,deluxe,$226,Brazil
358,inactive,$591,basic,$160,China
359,pending,$591,deluxe,$140,Syria
360,pending,$598,basic,$59,Sweden
361,inactive,$662,deluxe,$237,Thailand
362,inactive,$768,basic,$268,Kenya
363,pending,$930,basic,$193,Russia
364,active,$771,premium,$179,Brazil
365,pending,$969,premium,$99,Morocco
366,pending,$832,basic,$203,United States
367,inactive,$905,basic,$144,China
368,active,$753,premium,$251,France
369,active,$809,premium,$128,Indonesia
370,pending,$943,premium,$282,China
371,active,$768,deluxe,$113,Gambia
372,active,$832,premium,$141,Dominican Republic
373,pending,$810,deluxe,$168,France
374,active,$817,deluxe,$274,Czech Republic
375,inactive,$500,premium,$233,Guatemala
376,pending,$810,premium,$287,Indonesia
377,pending,$811,basic,$107,United States
378,pending,$955,premium,$135,Indonesia
379,pending,$909,premium,$70,Spain
380,inactive,$973,premium,$150,Latvia
381,inactive,$797,premium,$290,China
382,inactive,$872,premium,$231,Poland
383,active,$750,premium,$194,Philippines
384,inactive,$845,basic,$298,Indonesia
385,pending,$845,premium,$290,Indonesia
386,pending,$846,deluxe,$246,China
387,active,$919,premium,$202,Japan
388,inactive,$950,basic,$136,China
389,inactive,$690,premium,$75,Ukraine
390,pending,$786,basic,$125,France
391,inactive,$687,basic,$218,China
392,pending,$846,deluxe,$129,Democratic Republic of the Congo
393,pending,$698,deluxe,$118,China
394,pending,$836,basic,$84,Mali
395,pending,$556,deluxe,$150,Russia
396,inactive,$532,deluxe,$180,Brazil
397,inactive,$707,premium,$224,China
398,inactive,$672,deluxe,$208,Egypt
399,inactive,$723,premium,$150,China
400,pending,$773,deluxe,$173,China
401,pending,$634,premium,$115,Indonesia
402,active,$510,deluxe,$161,Azerbaijan
403,inactive,$950,deluxe,$72,Pakistan
404,active,$754,premium,$158,Sweden
405,inactive,$924,deluxe,$63,Macedonia
406,active,$874,deluxe,$257,Bolivia
407,pending,$541,premium,$179,Dominican Republic
408,pending,$798,deluxe,$65,Mongolia
409,pending,$843,deluxe,$241,United States
410,active,$500,basic,$274,Comoros
411,pending,$912,deluxe,$222,China
412,pending,$552,deluxe,$300,Costa Rica
413,inactive,$717,basic,$286,Russia
414,pending,$965,deluxe,$291,Sweden
415,active,$838,premium,$299,Kenya
416,active,$814,premium,$254,Indonesia
417,active,$883,premium,$215,Vietnam
418,active,$686,deluxe,$243,China
419,active,$831,basic,$86,Indonesia
420,active,$598,deluxe,$238,American Samoa
421,pending,$651,premium,$242,France
422,inactive,$651,deluxe,$182,Argentina
423,pending,$587,deluxe,$275,Canada
424,pending,$980,basic,$290,South Africa
425,inactive,$694,premium,$279,Poland
426,active,$881,basic,$242,Indonesia
427,pending,$595,basic,$205,Indonesia
428,inactive,$656,premium,$88,Brazil
429,active,$802,premium,$201,Brazil
430,active,$666,premium,$295,Palestinian Territory
431,inactive,$826,deluxe,$66,Russia
432,active,$788,deluxe,$115,China
433,active,$690,deluxe,$273,China
434,active,$788,premium,$100,Russia
435,active,$638,basic,$51,United States
436,active,$684,premium,$278,Sweden
437,active,$876,deluxe,$296,Czech Republic
438,pending,$818,deluxe,$153,Peru
439,active,$808,deluxe,$107,Benin
440,pending,$886,deluxe,$155,China
441,active,$522,deluxe,$253,Philippines
442,pending,$605,deluxe,$185,Panama
443,pending,$654,premium,$280,Indonesia
444,pending,$878,premium,$141,China
445,active,$874,deluxe,$142,Argentina
446,inactive,$951,premium,$200,Finland
447,inactive,$643,basic,$223,Colombia
448,active,$529,premium,$206,China
449,inactive,$820,premium,$152,Greece
450,inactive,$848,deluxe,$247,Morocco
451,active,$834,deluxe,$136,Angola
452,active,$865,deluxe,$143,Bulgaria
453,active,$627,basic,$89,Indonesia
454,pending,$868,basic,$99,Mexico
455,inactive,$564,basic,$231,Venezuela
456,pending,$851,deluxe,$148,China
457,pending,$995,premium,$219,Indonesia
458,active,$890,premium,$147,China
459,pending,$788,deluxe,$94,China
460,pending,$737,deluxe,$278,Portugal
461,pending,$744,premium,$140,Peru
462,pending,$836,deluxe,$150,Indonesia
463,inactive,$689,premium,$134,Greece
464,active,$881,basic,$292,Iran
465,active,$790,premium,$242,Georgia
466,active,$573,deluxe,$76,Indonesia
467,pending,$807,premium,$121,Poland
468,active,$620,basic,$62,Brazil
469,inactive,$695,premium,$65,China
470,inactive,$937,basic,$169,United States
471,inactive,$927,basic,$271,Indonesia
472,active,$657,premium,$262,Haiti
473,active,$691,deluxe,$98,Albania
474,active,$886,basic,$221,Madagascar
475,inactive,$555,basic,$167,Finland
476,pending,$631,premium,$85,Canada
477,pending,$930,premium,$92,United States
478,active,$607,basic,$130,Argentina
479,inactive,$829,premium,$206,Sweden
480,pending,$512,basic,$106,Greece
481,active,$920,deluxe,$219,China
482,pending,$866,basic,$288,Albania
483,pending,$504,deluxe,$222,Canada
484,active,$648,premium,$258,Brazil
485,active,$699,basic,$67,Honduras
486,pending,$664,deluxe,$52,Cuba
487,active,$895,deluxe,$100,Cambodia
488,pending,$861,premium,$282,Peru
489,inactive,$785,basic,$125,Philippines
490,active,$738,basic,$117,Burkina Faso
491,inactive,$759,basic,$160,Philippines
492,inactive,$858,deluxe,$172,Serbia
493,inactive,$988,premium,$73,Ukraine
494,pending,$687,premium,$111,Indonesia
495,inactive,$553,premium,$88,China
496,pending,$578,premium,$271,South Africa
497,inactive,$786,basic,$199,Peru
498,active,$504,premium,$280,Czech Republic
499,active,$662,basic,$106,China
500,active,$927,basic,$155,Sweden
501,inactive,$649,deluxe,$221,United States
502,active,"$1,000",premium,$229,Pakistan
503,active,$711,premium,$213,China
504,inactive,$747,premium,$221,Indonesia
505,active,$671,basic,$288,Venezuela
506,pending,$832,basic,$67,Indonesia
507,active,$514,basic,$293,Macedonia
508,inactive,$795,deluxe,$266,China
509,active,$851,premium,$218,Ukraine
510,pending,$535,premium,$100,China
511,active,$694,premium,$120,Hungary
512,inactive,$770,basic,$293,France
513,pending,$801,deluxe,$298,Indonesia
514,pending,$826,basic,$110,Ukraine
515,pending,$677,premium,$58,Argentina
516,inactive,$804,premium,$248,Indonesia
517,pending,$680,premium,$249,France
518,pending,$510,deluxe,$114,China
519,pending,$617,basic,$59,Nigeria
520,pending,$927,premium,$126,China
521,inactive,$752,basic,$107,Venezuela
522,inactive,$537,basic,$205,China
523,inactive,$855,deluxe,$107,Hungary
524,active,$760,premium,$145,Azerbaijan
525,inactive,$579,premium,$108,Cameroon
526,active,$763,basic,$122,New Zealand
527,active,$944,deluxe,$289,Barbados
528,pending,$758,basic,$279,Thailand
529,inactive,$900,premium,$108,Indonesia
530,inactive,$771,basic,$70,Armenia
531,active,$599,premium,$206,Tunisia
532,active,$939,basic,$115,Ukraine
533,inactive,$558,premium,$234,China
534,pending,$732,deluxe,$95,China
535,pending,$674,basic,$273,Bulgaria
536,inactive,$547,deluxe,$101,Indonesia
537,active,$804,deluxe,$79,Indonesia
538,pending,$873,deluxe,$131,Colombia
539,inactive,$900,deluxe,$171,Colombia
540,pending,$748,premium,$138,Philippines
541,active,$993,basic,$196,China
542,pending,$564,basic,$223,Russia
543,pending,$894,premium,$229,Indonesia
544,pending,$738,premium,$237,Brazil
545,pending,$894,basic,$249,Russia
546,pending,$622,basic,$164,Cameroon
547,active,$960,premium,$201,Czech Republic
548,pending,$787,basic,$281,Portugal
549,active,$814,deluxe,$235,Kazakhstan
550,inactive,$932,premium,$78,Germany
551,inactive,$534,deluxe,$208,Indonesia
552,inactive,$779,basic,$53,Ukraine
553,inactive,$649,basic,$67,Norway
554,pending,$522,premium,$88,Brazil
555,active,$943,deluxe,$242,Vietnam
556,active,$814,basic,$64,Poland
557,active,$643,basic,$266,Croatia
558,inactive,$626,deluxe,$269,Argentina
559,pending,$892,deluxe,$77,Peru
560,pending,$663,basic,$291,Poland
561,inactive,$539,basic,$133,Jordan
562,pending,$671,premium,$261,Russia
563,active,$502,premium,$77,Australia
564,inactive,$568,deluxe,$158,China
565,active,$603,deluxe,$85,Portugal
566,pending,$584,basic,$68,Poland
567,active,$844,deluxe,$150,Czech Republic
568,inactive,$517,premium,$73,Venezuela
569,pending,$789,deluxe,$173,China
570,inactive,$966,premium,$89,Afghanistan
571,active,$742,premium,$165,Philippines
572,active,$650,basic,$256,Guam
573,inactive,$542,basic,$298,Peru
574,pending,$701,premium,$139,Myanmar
575,pending,$504,deluxe,$165,Peru
576,pending,$565,basic,$192,Costa Rica
577,inactive,$668,premium,$239,Ukraine
578,pending,$867,basic,$267,Honduras
579,active,$775,deluxe,$223,Portugal
580,inactive,$544,basic,$67,Comoros
581,pending,$727,basic,$242,Indonesia
582,active,$540,basic,$245,Ireland
583,pending,$736,deluxe,$118,Vietnam
584,active,$943,deluxe,$249,Indonesia
585,pending,$888,basic,$268,China
586,pending,$562,deluxe,$202,Sweden
587,active,$740,basic,$112,Venezuela
588,pending,$818,basic,$250,South Africa
589,inactive,$779,premium,$67,Brazil
590,active,$829,basic,$167,China
591,pending,$625,premium,$106,Indonesia
592,pending,$778,basic,$256,China
593,pending,$953,basic,$175,Japan
594,pending,$995,basic,$271,Malaysia
595,inactive,$794,basic,$152,Peru
596,active,$839,basic,$105,Colombia
597,pending,$878,premium,$267,Portugal
598,inactive,$983,basic,$73,Jamaica
599,inactive,$979,basic,$187,Poland
600,inactive,$558,basic,$177,Philippines
