date,gender,vacation_package_type,price_range,tickets_sold,customer_id,origin_city
8/3/2022,Genderqueer,luxury,884,42,128,Anxi
12/13/2022,Female,luxury,1144,890,129,Krajan Baru
9/1/2022,Female,beach,1027,812,130,Bulualto
1/30/2022,Male,luxury,1107,232,131,Reshetnikovo
5/15/2022,Female,luxury,975,232,132,Bishan
10/27/2022,Female,luxury,1299,483,133,Río Hondo
12/25/2022,Female,luxury,298,226,134,Tầm Vu
1/12/2022,Male,beach,1137,972,135,Zengjia
7/19/2022,Male,luxury,931,634,136,Yashio-shi
7/30/2022,Female,beach,343,473,137,Pantenan
2/18/2022,Male,adventure,161,854,138,Kairouan
5/9/2022,Male,beach,1147,273,139,Anicuns
11/24/2022,Male,beach,594,30,140,Xiyang
12/11/2022,Male,luxury,295,925,141,Beiqijia
5/13/2022,Female,beach,636,852,142,Buenavista
9/29/2022,Female,luxury,324,886,143,Botou
3/24/2022,Male,luxury,763,122,144,Tsuruga
11/16/2022,Male,luxury,69,48,145,Goubétto
5/23/2022,Male,beach,526,143,146,Vilémov
3/16/2022,Female,adventure,685,698,147,Pambuhan
4/4/2022,Male,luxury,1153,22,148,Obukhiv
2/27/2022,Male,beach,389,780,149,Ciechocin
6/28/2022,Female,beach,864,799,150,Xianyuan
11/18/2022,Male,beach,456,844,151,Kulautuva
2/26/2022,Female,beach,237,296,152,La Palma
10/27/2022,Male,adventure,310,567,153,Pingya
8/31/2022,Genderqueer,adventure,1169,417,154,Zaokskiy
12/18/2022,Male,beach,254,529,155,Ḩukūmat-e Shīnkaī
1/27/2022,Female,beach,181,325,156,Palykavichy Pyershyya
7/18/2022,Female,luxury,229,243,157,Gading
10/8/2022,Male,luxury,1005,387,158,Qiganjidie
12/25/2022,Female,luxury,291,129,159,Mitsuke
11/15/2022,Male,adventure,871,761,160,Buluh Kasap
4/13/2022,Female,adventure,231,322,161,Ban Talat Bueng
11/23/2022,Female,adventure,876,480,162,Cumaná
1/6/2022,Male,adventure,1091,911,163,Luotaping
4/16/2022,Male,adventure,1122,436,164,N’dalatando
5/8/2022,Female,adventure,950,250,165,Cataguases
7/17/2022,Male,adventure,954,651,166,Rio Bonito
9/21/2022,Bigender,luxury,963,621,167,Shaxi
4/2/2022,Male,beach,975,977,168,Nizhniy Kurkuzhin
11/8/2022,Male,luxury,287,845,169,Kiloloran
1/16/2022,Male,adventure,482,289,170,Nora
7/21/2022,Female,adventure,80,276,171,Jinhua
2/4/2022,Female,adventure,396,259,172,Ocala
7/9/2022,Female,luxury,869,287,173,Angra dos Reis
9/14/2022,Male,luxury,1250,326,174,Al ‘Āqir
10/4/2022,Female,luxury,902,785,175,Koror
3/31/2022,Female,luxury,644,705,176,Kaparéllion
2/18/2022,Female,luxury,546,568,177,Cigadog
4/26/2022,Agender,luxury,892,963,178,Fómeque
1/31/2022,Female,adventure,394,124,179,Sindangjawa
8/1/2022,Female,beach,905,830,180,Maglaj
2/18/2022,Female,beach,146,713,181,Mulino
10/7/2022,Female,adventure,1262,878,182,Dłutów
9/1/2022,Female,adventure,321,30,183,Shijiao
11/1/2022,Male,beach,498,59,184,Jakubów
7/21/2022,Female,luxury,310,194,185,Bonik
2/2/2022,Female,beach,574,726,186,Carolina
8/3/2022,Male,beach,647,255,187,Plessisville
11/30/2022,Female,luxury,396,725,188,Melong
9/7/2022,Female,beach,597,352,189,Sokyryany
9/27/2022,Male,adventure,1248,215,190,San Rafael
6/22/2022,Non-binary,adventure,231,509,191,Montpellier
1/19/2022,Male,adventure,262,305,192,Lincheng
2/4/2022,Polygender,adventure,52,922,193,Quintas
11/9/2022,Male,beach,887,661,194,Honghai
1/12/2022,Male,adventure,154,808,195,Wodzierady
12/16/2022,Female,beach,767,88,196,Banjar Dauhpura
4/14/2022,Female,luxury,75,948,197,Bacong
9/25/2022,Female,adventure,749,348,198,Nanlu
8/7/2022,Male,luxury,1073,100,199,Hantang
11/23/2022,Female,beach,59,823,200,Krahës
2/9/2022,Female,luxury,1095,625,201,Dehang
7/22/2022,Male,luxury,383,204,202,Lonya Chico
4/11/2022,Male,luxury,513,458,203,Lupane
10/24/2022,Male,luxury,15,201,204,Malicboy
2/28/2022,Male,luxury,322,506,205,Raciążek
6/14/2022,Female,beach,191,492,206,Thị Trấn Na Hang
4/7/2022,Male,beach,329,957,207,Puszczykowo
8/6/2022,Male,beach,666,139,208,Jinrui
7/29/2022,Male,beach,380,749,209,Solsona
4/12/2022,Male,beach,924,239,210,Yongle
12/12/2022,Male,beach,1092,27,211,Mikrókampos
12/1/2022,Female,adventure,1299,493,212,Jimaguayú
1/20/2022,Female,beach,508,690,213,Yurimaguas
4/23/2022,Agender,beach,465,806,214,Kosum Phisai
8/5/2022,Female,beach,1257,192,215,Zarzis
11/14/2022,Male,beach,312,255,216,Mercaderes
4/1/2022,Genderfluid,adventure,1048,892,217,Hukou
11/3/2022,Male,beach,446,867,218,Kafr Sawm
10/23/2022,Male,adventure,1121,957,219,Pátmos
2/20/2022,Female,adventure,96,104,220,Sambongpari
6/19/2022,Female,beach,966,800,221,Dundee
11/30/2022,Bigender,beach,829,339,222,Kalimeneng
8/12/2022,Male,beach,267,606,223,Moluo
11/27/2022,Male,beach,1043,970,224,Bayeux
8/26/2022,Male,beach,295,335,225,Burao
6/4/2022,Female,beach,458,650,226,Santo Ângelo
2/23/2022,Female,luxury,399,892,227,Aţ Ţurrah
6/30/2022,Female,beach,546,807,228,Chino
2/27/2022,Male,adventure,287,304,229,Pondohan
2/24/2022,Male,adventure,19,197,230,Kedungtuban
8/3/2022,Male,adventure,1269,78,231,Xucheng
5/29/2022,Male,luxury,393,828,232,Birštonas
12/17/2022,Female,adventure,235,4,233,Kiaranonggeng
5/12/2022,Female,adventure,546,85,234,Ploemeur
12/14/2022,Female,adventure,443,976,235,Sindangsari
12/24/2022,Female,luxury,472,524,236,Tubajon
1/9/2022,Male,beach,1154,287,237,Wilfrido Loor Moreira
8/22/2022,Polygender,luxury,1245,265,238,Zalţan
6/4/2022,Female,luxury,655,20,239,Stebnyk
8/7/2022,Genderfluid,luxury,1247,904,240,Socabaya
8/1/2022,Male,beach,314,288,241,Zvole
10/16/2022,Male,adventure,577,109,242,Margahayukencana
5/17/2022,Female,adventure,11,627,243,Oni
7/21/2022,Male,adventure,841,580,244,Santa Clara
10/3/2022,Male,adventure,643,82,245,Fengshan
7/29/2022,Female,adventure,576,182,246,Ornontowice
9/30/2022,Agender,luxury,519,797,247,Skogås
4/24/2022,Female,adventure,589,33,248,Tugulym
6/9/2022,Polygender,adventure,568,607,249,Varnsdorf
11/11/2022,Male,beach,70,689,250,Vol’no-Nadezhdinskoye
10/11/2022,Male,luxury,535,229,251,Progreso
8/18/2022,Male,adventure,816,352,252,Golmud
4/17/2022,Male,adventure,434,460,253,Tietê
11/9/2022,Male,luxury,861,405,254,Kuybyshevo
9/19/2022,Male,luxury,1223,162,255,Castlemartyr
6/29/2022,Male,beach,1271,649,256,Kyzyl-Burun
6/12/2022,Male,luxury,1036,154,257,Challhuahuacho
5/29/2022,Bigender,beach,487,675,258,Hoktember
7/8/2022,Male,luxury,840,605,259,Älvsjö
12/9/2022,Female,adventure,739,790,260,Abovyan
12/30/2022,Male,adventure,1239,847,261,Gobang
7/29/2022,Female,adventure,287,658,262,Fort Dauphin
8/14/2022,Male,adventure,615,294,263,Huazhuang
4/26/2022,Male,beach,88,93,264,Imishli
2/22/2022,Male,luxury,993,257,265,Tapakrejo
3/4/2022,Male,adventure,378,422,266,Al Lubban al Gharbī
8/25/2022,Male,luxury,841,95,267,Burmakino
8/21/2022,Male,adventure,423,351,268,Kota Bharu
6/1/2022,Male,luxury,161,257,269,Milín
12/13/2022,Female,adventure,476,918,270,Bāgh-e Malek
3/17/2022,Genderfluid,adventure,437,69,271,Billings
9/28/2022,Female,adventure,1141,451,272,Santa Maria
5/19/2022,Female,adventure,711,47,273,Ngaruawahia
4/10/2022,Male,luxury,54,601,274,Yong’an
5/23/2022,Male,luxury,197,76,275,Gaohong
4/12/2022,Male,adventure,983,636,276,Antes
1/6/2022,Genderqueer,beach,203,127,277,San Jerónimo
7/17/2022,Female,luxury,705,69,278,Al Manshāh
11/29/2022,Male,adventure,641,460,279,Baki
1/23/2022,Male,adventure,1231,647,280,Morrito
1/19/2022,Non-binary,beach,1129,642,281,Oslo
12/14/2022,Male,adventure,757,86,282,Kostelec nad Černými Lesy
7/7/2022,Female,luxury,126,279,283,Nancheng
4/20/2022,Female,adventure,556,743,284,Kungsör
1/5/2022,Female,luxury,560,79,285,Otradnaya
8/29/2022,Female,luxury,1134,756,286,Huaihe
9/9/2022,Male,adventure,941,460,287,Shanmei
9/5/2022,Male,adventure,1214,957,288,Comillas Norte
8/1/2022,Female,luxury,1117,803,289,Ciriri
1/3/2022,Male,adventure,404,694,290,Winburg
3/28/2022,Non-binary,adventure,500,450,291,Huangdao
11/15/2022,Polygender,luxury,332,587,292,Ore
4/8/2022,Polygender,beach,167,305,293,Bulakbanjar
10/31/2022,Male,beach,989,169,294,Dingjiayao
11/29/2022,Genderqueer,adventure,750,807,295,Lianzhu
1/17/2022,Male,adventure,927,732,296,Cipesing
7/8/2022,Female,beach,1274,456,297,Lamawan
8/3/2022,Male,luxury,501,542,298,Wringinsari
1/14/2022,Male,adventure,227,491,299,Wręczyca Wielka
4/5/2022,Female,beach,53,341,300,Shahrisabz Shahri
3/26/2022,Male,luxury,215,631,301,Cibunar
5/13/2022,Male,luxury,527,181,302,Kertamukti
3/4/2022,Male,beach,774,298,303,Kaliterus
7/7/2022,Male,adventure,4,946,304,Sallanches
10/11/2022,Male,beach,949,93,305,Amsterdam
7/3/2022,Agender,beach,66,480,306,Lilio
10/21/2022,Male,luxury,590,215,307,Bobigny
7/14/2022,Male,beach,424,536,308,Mayang
1/21/2022,Female,beach,197,209,309,Novopskov
4/29/2022,Female,luxury,685,390,310,Jerusalem
11/21/2022,Female,beach,84,842,311,Bucaramanga
8/17/2022,Female,luxury,1147,740,312,Неготино
4/9/2022,Female,luxury,1294,947,313,Kōnosu
6/27/2022,Genderqueer,luxury,1175,688,314,Netolice
11/23/2022,Male,luxury,20,713,315,Bugene
1/10/2022,Female,adventure,1201,164,316,Stanley
8/10/2022,Female,adventure,868,457,317,Komsomol’skiy
10/2/2022,Male,beach,55,961,318,Llorente
10/5/2022,Female,adventure,855,565,319,Alcoy
5/25/2022,Male,luxury,14,543,320,Nangka
7/22/2022,Male,luxury,186,934,321,Krajan Karangwage
10/9/2022,Male,adventure,962,430,322,Sungaipuntik
2/7/2022,Female,beach,424,343,323,Sandur
5/18/2022,Female,beach,690,186,324,Orlovskiy
5/29/2022,Female,adventure,782,985,325,Rivne
1/29/2022,Male,adventure,531,377,326,Arīḩā
8/15/2022,Male,beach,639,272,327,Seixo da Beira
11/30/2022,Female,adventure,637,331,328,Fier-Çifçi
1/16/2022,Polygender,luxury,1136,204,329,Balyaga
5/18/2022,Female,beach,999,318,330,Kampungsusah
4/13/2022,Female,beach,986,999,331,Youwarou
11/16/2022,Male,luxury,1133,871,332,Alburitel
8/11/2022,Male,luxury,389,906,333,Grahamstown
7/30/2022,Male,adventure,7,517,334,Musanze
12/19/2022,Male,beach,1091,592,335,Mansilingan
6/24/2022,Male,beach,299,119,336,Idhnā
4/5/2022,Female,luxury,1171,397,337,Hyères
3/17/2022,Female,beach,312,654,338,Zhutuo
3/6/2022,Non-binary,luxury,830,515,339,Wiang Nuea
9/18/2022,Male,luxury,831,75,340,Diapaga
11/16/2022,Female,adventure,446,186,341,Wierzchucino
3/2/2022,Female,beach,897,970,342,Lenīnskīy
10/16/2022,Female,adventure,648,497,343,Pederneiras
5/26/2022,Genderqueer,adventure,562,988,344,Pingwang
3/5/2022,Female,luxury,291,909,345,Natu
6/3/2022,Female,beach,719,630,346,Mufushan
4/14/2022,Female,beach,1144,746,347,Mizhhir’ya
11/20/2022,Male,beach,888,659,348,Rzozów
8/25/2022,Female,adventure,314,72,349,Burgau
2/9/2022,Male,adventure,1266,793,350,Stockholm
6/11/2022,Female,beach,53,959,351,Hele
2/5/2022,Male,adventure,878,664,352,Jiaocheng
8/1/2022,Male,adventure,1085,194,353,Burujul
9/18/2022,Female,adventure,978,582,354,San Miguel
3/24/2022,Male,adventure,1190,372,355,Záhorovice
3/29/2022,Genderfluid,beach,1134,414,356,Dongbatu
4/30/2022,Female,adventure,603,518,357,Zevgolateió
10/18/2022,Male,adventure,220,123,358,Shuangtang
6/26/2022,Male,beach,634,593,359,Nazir Town
6/24/2022,Male,beach,1041,181,360,Kiyevskoye
3/15/2022,Male,beach,743,729,361,Santa Lucía Cotzumalguapa
11/19/2022,Female,beach,187,725,362,Abucayan
6/25/2022,Female,beach,950,741,363,Donghe
8/31/2022,Male,beach,184,68,364,Krasnapollye
12/5/2022,Male,luxury,41,992,365,Binawara
10/3/2022,Male,adventure,1263,761,366,Vrachnaíika
3/7/2022,Female,beach,382,880,367,Haradok
11/2/2022,Female,luxury,1093,473,368,Jedlina-Zdrój
4/11/2022,Female,beach,958,725,369,Tembayangan Barat
8/5/2022,Female,luxury,1180,64,370,Kaum
5/23/2022,Male,adventure,1014,462,371,Lyakhovtsy
1/10/2022,Female,adventure,209,402,372,Shu
8/29/2022,Male,adventure,927,459,373,Itaituba
9/8/2022,Female,adventure,549,338,374,Banjar Serangan
1/6/2022,Female,adventure,231,619,375,Póvoa
5/4/2022,Male,adventure,909,752,376,Dédougou
5/16/2022,Female,beach,390,722,377,Jiujie
11/7/2022,Male,luxury,928,353,378,Zvishavane
1/24/2022,Male,luxury,197,890,379,Alamar
7/19/2022,Female,adventure,89,656,380,Fonseca
2/28/2022,Polygender,adventure,418,242,381,Michałowice
11/6/2022,Male,luxury,288,361,382,Luhansk
11/25/2022,Male,adventure,41,28,383,Risaralda
3/12/2022,Male,luxury,595,737,384,Sendangagung
4/30/2022,Female,adventure,348,435,385,Wijewo
1/13/2022,Male,beach,987,557,386,Temaiku Village
4/4/2022,Female,beach,515,965,387,Ilihan
3/30/2022,Male,beach,876,156,388,Si Bun Rueang
6/9/2022,Male,beach,657,20,389,Tangjia
4/9/2022,Female,adventure,728,232,390,Tsagaanders
5/5/2022,Male,adventure,1300,592,391,Xarsingma
10/25/2022,Female,adventure,430,897,392,Angao
10/22/2022,Male,beach,541,372,393,Salacgrīva
2/16/2022,Male,luxury,186,12,394,Shenkou
2/9/2022,Male,adventure,954,729,395,Rakitovo
5/18/2022,Male,adventure,171,561,396,Pombal
11/14/2022,Male,luxury,441,590,397,Seaforth
12/2/2022,Female,beach,274,193,398,Yélimané
2/5/2022,Male,adventure,616,101,399,Krasnogvardeyets
5/3/2022,Male,beach,527,2,400,Paris 11
7/19/2022,Male,luxury,957,498,401,Yamaguchi-shi
4/16/2022,Female,adventure,102,871,402,Wonodadi
3/12/2022,Male,beach,707,529,403,Bokani
7/13/2022,Agender,beach,124,557,404,Ubonratana
5/22/2022,Male,luxury,1072,471,405,Kinel’-Cherkassy
4/27/2022,Female,beach,1004,300,406,Amgalang
11/8/2022,Female,beach,188,439,407,Isanlu Itedoijowa
5/16/2022,Female,beach,191,481,408,Saint-Louis du Sud
5/10/2022,Female,luxury,1277,544,409,Sendangagung
1/10/2022,Male,luxury,1292,529,410,Malicboy
12/17/2022,Female,beach,289,323,411,Le Port
6/14/2022,Female,beach,870,768,412,Jorong
7/31/2022,Male,adventure,145,250,413,Mella
12/19/2022,Male,luxury,1283,804,414,Adassil
8/12/2022,Genderfluid,luxury,284,366,415,Javānrūd
6/17/2022,Female,beach,292,811,416,Erenhot
8/26/2022,Bigender,adventure,1020,818,417,Seres
5/8/2022,Male,beach,1057,47,418,Spitak
11/1/2022,Female,adventure,259,695,419,Ashford
8/20/2022,Male,beach,1011,850,420,Rungis
9/30/2022,Female,luxury,756,31,421,Bimbo
4/5/2022,Female,beach,345,841,422,Oslo
6/21/2022,Female,adventure,117,110,423,Vranje
1/9/2022,Male,luxury,822,996,424,Boroko
10/17/2022,Male,beach,474,340,425,Pitangui
7/10/2022,Male,adventure,1136,43,426,Lokoja
7/15/2022,Male,adventure,788,11,427,Babakan
5/19/2022,Male,beach,946,510,428,Hongwei
8/23/2022,Female,adventure,747,759,429,Las Junturas
4/29/2022,Female,beach,484,523,430,Wengtian
4/15/2022,Polygender,adventure,767,52,431,Cieurih Satu
5/1/2022,Female,luxury,328,251,432,Manturovo
4/20/2022,Agender,adventure,896,874,433,Hässleholm
1/7/2022,Non-binary,luxury,283,726,434,Hässleholm
4/4/2022,Female,beach,203,618,435,Pajagan
11/26/2022,Female,luxury,263,199,436,Linhares
6/20/2022,Female,adventure,1172,517,437,Huo’erqi
10/12/2022,Female,beach,442,82,438,São Sepé
12/9/2022,Male,luxury,1147,48,439,Leshan
7/26/2022,Male,adventure,955,505,440,Santo Tomé
6/2/2022,Male,adventure,242,342,441,Lesozavodsk
9/15/2022,Female,luxury,1038,433,442,Jojoima
8/20/2022,Female,luxury,2,377,443,Blerim
11/20/2022,Male,luxury,298,584,444,Qaxbaş
8/26/2022,Male,adventure,332,494,445,Biasong
10/13/2022,Female,luxury,464,2,446,Góra Kalwaria
4/21/2022,Female,beach,898,409,447,Khōst
10/17/2022,Bigender,beach,850,130,448,Williston
4/29/2022,Male,luxury,1242,107,449,Allacapan
1/17/2022,Female,adventure,592,651,450,San Juan del Surutú
5/30/2022,Genderqueer,beach,782,219,451,Shuangtang
11/6/2022,Male,luxury,133,141,452,Marília
4/17/2022,Male,adventure,371,725,453,Paris 17
11/23/2022,Polygender,adventure,166,659,454,Lukulu
5/13/2022,Female,beach,146,374,455,Washington
12/23/2022,Male,beach,497,309,456,Centralniy
12/14/2022,Female,beach,1230,857,457,Kuivaniemi
2/7/2022,Female,adventure,1233,126,458,Kijang
11/26/2022,Female,adventure,509,474,459,Newark
9/12/2022,Female,beach,47,84,460,Båstad
7/31/2022,Female,luxury,185,963,461,Malway
3/14/2022,Female,adventure,125,86,462,Tolitoli
7/4/2022,Male,beach,558,179,463,Madrid
11/14/2022,Female,adventure,552,655,464,Pohonsirih
11/3/2022,Female,adventure,1205,847,465,Dundbürd
8/8/2022,Male,luxury,31,573,466,Staraya Toropa
9/3/2022,Female,adventure,952,283,467,Yiánnouli
3/14/2022,Female,adventure,852,366,468,Marulanda
7/27/2022,Genderqueer,adventure,324,452,469,Talas
4/8/2022,Female,adventure,858,644,470,Boldumsaz
10/27/2022,Female,beach,424,412,471,Fīrūzābād
7/30/2022,Female,beach,782,83,472,Gia Nghĩa
4/29/2022,Male,adventure,1150,604,473,Arias
7/10/2022,Male,adventure,1184,266,474,Negotino
1/2/2022,Female,adventure,44,39,475,Oued Laou
7/10/2022,Male,adventure,638,269,476,Birendranagar
9/16/2022,Female,beach,327,202,477,Khyzy
10/5/2022,Agender,luxury,649,931,478,Shigony
6/25/2022,Male,luxury,51,50,479,Cordon
9/28/2022,Female,adventure,715,954,480,Ferreira
2/24/2022,Female,adventure,618,134,481,Bajiazi
3/30/2022,Male,luxury,759,46,482,Salt Lake City
5/27/2022,Female,adventure,456,977,483,Kabala
4/5/2022,Female,luxury,1166,353,484,Gangmei
2/26/2022,Female,beach,491,53,485,Nyahururu
6/13/2022,Polygender,adventure,993,166,486,Casais
11/10/2022,Male,beach,947,681,487,Rovensko pod Troskami
6/4/2022,Female,beach,1052,824,488,Chengfeng
6/7/2022,Female,adventure,226,799,489,Tarsouat
10/15/2022,Male,luxury,1206,188,490,Vale Maceiras
8/3/2022,Female,luxury,147,89,491,Xitianwei
6/2/2022,Female,beach,848,205,492,Lubukalung
11/8/2022,Female,beach,489,300,493,Teplice
7/10/2022,Male,luxury,207,828,494,Bandungan Timur
7/5/2022,Female,beach,923,149,495,Staraya Mayna
10/16/2022,Genderqueer,beach,1120,653,496,Xiawa
12/4/2022,Agender,luxury,1035,17,497,Igarra
7/29/2022,Male,luxury,1159,352,498,Bobowa
8/3/2022,Female,luxury,748,12,499,Sulangan
8/12/2022,Male,adventure,550,490,500,Saint-Denis
