customerID,gender,SeniorCitizen,Partner,Dependents,tenure(months),TravelFrequency,PreferredMode,LoyaltyProgram,DestinationType,OnlineBooking,TravelInsurance,PackageType,TechSupport,LocalGuides,HotelService,Contract,PaperlessBooking,PaymentMethod,BookingCharges($),TotalSpent($),Churn
16,Bigender,true,true,false,46,Weekly,Car,false,City,true,false,Luxury,false,true,false,One-time,false,Credit Card,160,887,true
17,Male,true,true,false,2,Monthly,Train,true,Beach,false,true,Standard,false,false,false,Yearly,false,Bank Transfer,282,510,true
18,Female,true,false,false,12,Yearly,Train,false,Mountain,false,true,Budget,false,false,true,Monthly,false,Cash,499,477,true
19,Female,false,false,true,47,Weekly,Airplane,true,City,false,true,Budget,true,false,false,Monthly,true,Credit Card,419,511,false
20,Genderfluid,false,false,true,41,Yearly,Car,false,City,true,false,Budget,false,true,true,Monthly,false,Bank Transfer,444,313,false
21,Female,true,true,true,25,Monthly,Car,false,Beach,false,true,Standard,false,true,true,Yearly,true,PayPal,197,580,true
22,Male,true,true,false,42,Weekly,Airplane,true,Beach,true,false,Standard,true,false,true,Monthly,true,Bank Transfer,420,1000,false
23,Female,false,true,false,36,Monthly,Airplane,false,Beach,true,false,Luxury,false,false,false,Yearly,false,Cash,313,734,true
24,Female,false,true,false,39,Yearly,Airplane,true,Mountain,false,false,Luxury,true,false,true,Monthly,true,Credit Card,251,204,true
25,Bigender,true,true,false,20,Monthly,Airplane,true,City,true,true,Budget,false,true,true,One-time,false,PayPal,362,937,true
26,Male,true,false,false,39,Yearly,Airplane,true,City,true,false,Budget,false,true,false,Yearly,true,Bank Transfer,194,199,true
27,Male,true,true,false,3,Monthly,Train,true,Mountain,true,true,Budget,true,true,true,Monthly,true,Credit Card,220,133,true
28,Male,true,true,false,23,Yearly,Train,false,Beach,true,true,Luxury,true,false,true,One-time,false,Bank Transfer,345,377,false
29,Female,true,true,true,21,Weekly,Car,false,Mountain,false,false,Standard,false,false,false,Yearly,true,Cash,345,993,false
30,Female,true,true,false,30,Monthly,Airplane,false,Mountain,true,true,Standard,false,false,false,One-time,false,Bank Transfer,294,392,true
31,Female,false,true,true,32,Yearly,Airplane,true,Beach,false,false,Standard,true,true,true,Monthly,true,Credit Card,446,696,false
32,Male,true,true,false,27,Monthly,Train,true,Mountain,true,true,Luxury,true,false,true,One-time,true,Cash,161,617,true
33,Female,true,false,false,21,Weekly,Car,false,City,true,false,Luxury,false,true,false,Monthly,false,Credit Card,334,876,false
34,Male,true,false,true,15,Weekly,Train,true,Beach,true,true,Standard,true,true,false,Monthly,true,PayPal,481,257,true
35,Female,true,false,true,28,Monthly,Car,true,City,true,true,Luxury,false,true,false,Monthly,true,Credit Card,361,835,false
36,Female,false,false,false,27,Weekly,Train,true,Mountain,false,true,Luxury,true,true,false,Monthly,false,PayPal,424,849,true
37,Male,true,true,true,50,Yearly,Car,false,City,false,false,Luxury,true,false,true,Monthly,false,PayPal,486,168,true
38,Female,true,true,true,21,Weekly,Airplane,true,Mountain,true,false,Luxury,true,false,true,One-time,true,PayPal,346,971,false
39,Female,false,false,false,19,Monthly,Train,true,Beach,true,true,Standard,false,true,true,Monthly,false,PayPal,483,436,false
40,Female,true,false,false,13,Weekly,Airplane,true,Beach,true,true,Standard,false,false,false,Monthly,false,Credit Card,126,903,false
41,Male,false,true,false,32,Yearly,Train,true,Mountain,true,false,Luxury,false,false,true,Yearly,true,Bank Transfer,337,172,false
42,Male,true,false,false,9,Monthly,Airplane,false,City,false,false,Luxury,true,false,true,Yearly,true,Cash,360,904,true
43,Female,true,false,true,20,Monthly,Airplane,false,City,false,false,Standard,true,false,true,One-time,true,Bank Transfer,268,319,false
44,Female,false,false,true,35,Weekly,Airplane,true,Beach,true,false,Luxury,false,false,true,Yearly,false,Cash,290,460,false
45,Female,false,true,false,12,Yearly,Airplane,false,Mountain,true,false,Budget,true,true,false,One-time,true,Bank Transfer,307,176,true
46,Female,false,true,true,6,Monthly,Airplane,false,City,true,true,Standard,false,true,false,Monthly,true,Cash,179,286,true
47,Female,false,false,false,13,Yearly,Airplane,false,Mountain,true,true,Budget,true,false,false,One-time,true,Bank Transfer,251,991,false
48,Male,false,true,false,36,Weekly,Airplane,false,City,true,true,Budget,false,true,true,Yearly,true,Cash,253,372,true
49,Female,true,true,false,15,Weekly,Car,true,Beach,false,true,Budget,true,true,true,Yearly,false,Cash,413,223,false
50,Bigender,true,false,false,5,Monthly,Airplane,false,Beach,false,true,Luxury,false,true,true,One-time,true,PayPal,400,840,false
51,Female,true,false,false,37,Monthly,Airplane,false,Beach,false,true,Luxury,true,true,true,Yearly,false,Cash,458,529,false
52,Female,false,false,false,30,Weekly,Car,true,City,false,true,Luxury,true,false,false,One-time,false,PayPal,434,863,true
53,Male,true,false,false,17,Yearly,Car,false,Beach,false,false,Standard,true,false,false,Monthly,true,Credit Card,327,919,true
54,Female,false,false,true,41,Monthly,Airplane,false,City,true,true,Luxury,false,false,true,Monthly,false,Cash,308,835,true
55,Male,false,true,false,25,Monthly,Car,false,City,false,true,Budget,false,true,true,Monthly,false,Cash,252,407,false
56,Female,true,true,true,40,Monthly,Car,true,City,false,false,Luxury,false,true,true,One-time,false,PayPal,318,178,false
57,Male,false,true,false,43,Weekly,Car,false,Mountain,true,true,Budget,false,true,false,Monthly,false,PayPal,474,336,false
58,Male,true,false,true,36,Monthly,Train,false,City,false,true,Budget,false,false,false,One-time,false,PayPal,256,454,true
59,Female,true,false,false,48,Yearly,Car,true,Beach,false,false,Standard,true,true,false,Yearly,true,Bank Transfer,109,470,false
60,Male,false,false,true,3,Yearly,Car,true,Mountain,false,true,Luxury,true,false,true,Monthly,true,PayPal,303,618,true
61,Male,true,true,false,16,Yearly,Car,false,Beach,false,true,Luxury,false,false,false,Monthly,true,Cash,444,420,true
62,Female,true,true,false,9,Yearly,Train,true,Beach,true,false,Budget,false,false,false,Monthly,false,PayPal,249,140,false
63,Female,false,false,false,31,Weekly,Train,false,City,true,true,Budget,false,false,true,Yearly,true,Cash,104,623,true
64,Male,false,true,true,12,Weekly,Airplane,true,Beach,true,true,Luxury,false,false,false,One-time,false,Credit Card,151,596,true
65,Male,false,true,false,23,Weekly,Airplane,false,Mountain,true,false,Budget,true,false,true,Monthly,false,Credit Card,122,437,true
66,Female,false,true,true,25,Weekly,Car,true,City,true,true,Budget,true,false,false,Yearly,true,Credit Card,468,940,true
67,Female,false,true,true,5,Yearly,Car,true,Mountain,false,true,Budget,false,false,true,Yearly,true,Cash,399,560,true
68,Bigender,false,false,false,15,Monthly,Car,true,Mountain,false,false,Luxury,true,true,true,Monthly,false,Bank Transfer,319,249,false
69,Female,true,false,false,43,Weekly,Airplane,true,Beach,true,false,Luxury,false,false,true,Yearly,false,Bank Transfer,149,108,true
70,Male,true,true,true,16,Monthly,Train,true,City,true,true,Luxury,true,false,true,One-time,true,Bank Transfer,217,120,false
71,Male,true,true,true,49,Weekly,Airplane,true,Beach,false,true,Luxury,true,true,true,One-time,false,Credit Card,264,565,true
72,Female,false,false,true,49,Monthly,Airplane,false,Beach,false,false,Standard,false,false,true,Yearly,false,Credit Card,376,585,false
73,Agender,true,false,false,42,Monthly,Car,true,Mountain,false,false,Budget,false,true,false,Yearly,true,Credit Card,176,480,true
74,Female,false,false,false,4,Monthly,Airplane,false,Beach,false,true,Budget,false,true,false,One-time,false,Cash,477,335,true
75,Female,true,true,true,46,Weekly,Airplane,false,Mountain,true,false,Budget,false,false,false,Yearly,true,Cash,405,259,false
76,Female,false,false,true,31,Monthly,Airplane,false,City,false,false,Budget,true,true,false,One-time,false,Credit Card,374,878,true
77,Male,false,false,true,36,Monthly,Train,true,City,false,false,Standard,false,true,true,One-time,true,Credit Card,470,826,false
78,Female,false,true,true,48,Yearly,Train,false,City,true,false,Standard,false,false,true,Monthly,false,PayPal,228,701,true
79,Male,true,true,true,17,Monthly,Airplane,false,Beach,true,false,Luxury,false,true,true,Monthly,false,Cash,389,607,true
80,Female,true,false,true,20,Monthly,Car,false,City,false,true,Budget,true,false,true,Monthly,false,Credit Card,432,628,true
81,Female,true,false,false,23,Weekly,Train,true,Mountain,false,true,Luxury,false,true,true,Monthly,false,Bank Transfer,461,798,false
82,Female,false,true,false,14,Weekly,Car,true,Beach,true,true,Luxury,true,true,true,One-time,false,Bank Transfer,306,382,false
83,Male,false,true,true,28,Monthly,Train,false,Beach,true,false,Budget,false,true,false,Yearly,false,PayPal,366,490,false
84,Male,true,false,false,22,Weekly,Car,false,Beach,false,false,Luxury,true,true,true,Monthly,false,Cash,315,407,true
85,Female,true,true,false,35,Weekly,Airplane,true,Mountain,false,false,Luxury,true,false,false,Yearly,true,Credit Card,186,853,false
86,Female,false,false,true,13,Weekly,Car,true,Mountain,false,false,Budget,false,false,true,Yearly,false,PayPal,496,874,true
87,Male,false,true,true,8,Yearly,Train,true,Beach,true,true,Budget,true,false,false,Monthly,false,Cash,317,349,false
88,Male,true,false,true,40,Monthly,Airplane,false,City,false,true,Luxury,true,false,true,Monthly,true,Cash,488,409,true
89,Female,true,false,false,41,Weekly,Train,true,Mountain,true,true,Luxury,true,false,true,One-time,true,Cash,103,978,false
90,Female,false,false,false,23,Yearly,Airplane,true,Beach,true,false,Budget,false,true,true,Monthly,false,Cash,350,805,true
91,Polygender,true,false,false,47,Weekly,Car,true,Beach,false,true,Standard,false,true,true,Monthly,false,PayPal,287,865,true
92,Female,true,true,false,12,Weekly,Train,false,Mountain,false,false,Luxury,false,false,false,One-time,true,Credit Card,250,727,true
93,Male,true,false,true,22,Monthly,Car,false,Beach,false,true,Budget,false,true,false,Yearly,true,Bank Transfer,359,160,false
94,Male,false,true,true,28,Monthly,Car,true,Mountain,false,false,Luxury,false,true,true,Yearly,true,Cash,161,618,false
95,Male,true,false,true,49,Weekly,Airplane,true,Mountain,false,true,Luxury,false,false,true,One-time,true,Credit Card,284,994,true
96,Male,false,false,false,45,Yearly,Car,false,Mountain,false,true,Standard,true,true,true,Monthly,false,Credit Card,377,103,true
97,Male,true,false,false,2,Monthly,Car,false,Beach,true,true,Standard,true,true,false,Monthly,false,Credit Card,188,515,true
98,Female,false,true,false,12,Yearly,Car,false,Mountain,false,true,Budget,false,true,true,Yearly,true,Bank Transfer,403,188,false
99,Female,false,true,false,14,Weekly,Car,false,Mountain,true,false,Standard,true,false,true,Yearly,true,Credit Card,288,432,true
100,Genderqueer,true,true,false,17,Weekly,Airplane,false,City,false,true,Standard,true,false,true,One-time,false,PayPal,211,222,false
101,Female,false,false,true,45,Yearly,Airplane,false,Mountain,false,false,Standard,false,false,false,One-time,true,PayPal,233,992,true
102,Female,false,true,true,24,Monthly,Train,true,Mountain,false,true,Budget,true,false,true,Yearly,false,Cash,162,730,false
103,Male,true,false,false,44,Weekly,Airplane,false,City,true,true,Standard,true,true,true,Yearly,true,Bank Transfer,302,353,false
104,Female,true,true,true,41,Yearly,Car,false,City,true,true,Luxury,false,true,false,Monthly,false,Credit Card,459,482,false
105,Female,false,false,false,44,Monthly,Car,true,Beach,true,false,Standard,false,true,true,Yearly,true,Bank Transfer,472,809,true
106,Male,false,true,true,34,Yearly,Car,true,Beach,false,true,Luxury,false,false,false,One-time,true,Bank Transfer,432,748,false
107,Female,false,true,true,41,Yearly,Airplane,true,Mountain,false,true,Luxury,true,false,false,One-time,true,Cash,492,678,false
108,Female,false,true,false,49,Yearly,Train,false,Mountain,true,true,Luxury,false,true,true,Yearly,true,Credit Card,434,845,false
109,Male,false,false,false,44,Monthly,Train,false,Beach,false,true,Budget,true,false,true,Yearly,true,Bank Transfer,223,756,true
110,Female,true,true,false,30,Monthly,Train,true,City,true,false,Standard,false,false,true,One-time,false,Cash,370,959,true
111,Polygender,true,false,false,48,Monthly,Airplane,false,Beach,true,true,Standard,false,true,false,One-time,true,Cash,216,690,true
112,Male,false,true,false,14,Monthly,Train,true,City,false,true,Luxury,false,false,false,One-time,false,Bank Transfer,160,590,true
113,Female,false,true,true,47,Monthly,Airplane,false,Mountain,true,true,Standard,false,false,true,One-time,false,Bank Transfer,105,711,false
114,Female,true,false,true,35,Yearly,Car,true,Beach,true,false,Budget,true,true,false,Monthly,false,Cash,403,631,false
115,Male,true,true,false,17,Monthly,Train,true,Beach,false,true,Luxury,false,true,true,One-time,false,Cash,183,619,false
116,Female,true,false,true,39,Weekly,Train,false,Mountain,false,true,Standard,false,false,true,Yearly,true,Credit Card,367,327,true
117,Female,false,false,false,46,Yearly,Train,false,Mountain,true,true,Luxury,true,false,false,Yearly,false,PayPal,133,103,false
118,Male,true,true,true,43,Monthly,Car,true,Mountain,false,false,Luxury,true,true,true,One-time,false,Credit Card,478,825,true
119,Male,true,false,false,8,Weekly,Airplane,false,City,false,false,Budget,false,true,true,Yearly,true,Bank Transfer,284,886,true
120,Female,false,false,false,40,Monthly,Airplane,true,Beach,false,true,Standard,false,false,true,Yearly,false,PayPal,409,694,true
121,Genderfluid,false,true,false,34,Yearly,Airplane,true,Mountain,false,true,Luxury,false,false,false,Yearly,true,Bank Transfer,163,499,false
122,Male,false,true,false,4,Yearly,Car,true,Mountain,false,true,Budget,true,true,false,Monthly,false,Credit Card,325,893,true
123,Female,true,true,false,40,Yearly,Car,false,Beach,true,false,Budget,false,false,false,Monthly,false,Cash,184,460,true
124,Female,true,false,true,29,Monthly,Airplane,true,Beach,true,false,Standard,false,true,false,One-time,true,Credit Card,392,832,false
125,Female,false,false,true,12,Weekly,Train,true,Mountain,false,true,Luxury,false,false,true,Yearly,false,Bank Transfer,147,478,true
126,Male,false,false,true,22,Monthly,Car,true,Mountain,true,true,Luxury,true,false,true,Yearly,false,Credit Card,349,654,true
127,Male,true,true,true,35,Yearly,Airplane,true,Beach,true,true,Standard,false,true,true,Monthly,true,PayPal,242,865,false
128,Female,true,true,false,41,Yearly,Airplane,false,Mountain,true,false,Standard,true,false,false,Yearly,false,PayPal,161,553,true
129,Male,true,true,true,30,Yearly,Airplane,false,Mountain,true,false,Standard,false,false,false,One-time,false,Bank Transfer,388,810,true
130,Female,false,false,true,8,Weekly,Train,false,City,true,true,Luxury,false,false,true,Yearly,false,PayPal,289,395,true
131,Male,true,true,true,3,Weekly,Train,true,City,false,false,Luxury,true,true,false,Monthly,false,Credit Card,445,890,true
132,Male,true,true,false,21,Weekly,Airplane,true,Mountain,true,false,Standard,true,true,false,One-time,false,PayPal,147,644,true
133,Female,false,true,true,6,Weekly,Car,false,Beach,true,false,Budget,false,false,false,One-time,false,PayPal,123,383,false
134,Male,true,false,true,50,Monthly,Car,false,Beach,false,false,Standard,true,true,true,Monthly,false,Cash,428,605,true
135,Female,false,true,true,8,Weekly,Airplane,false,Mountain,false,false,Standard,true,false,true,Yearly,false,Cash,413,384,true
136,Female,true,false,false,12,Weekly,Train,true,City,true,true,Standard,false,false,true,Monthly,true,Cash,275,255,false
137,Female,false,false,false,27,Yearly,Train,false,Beach,false,false,Luxury,false,false,false,Yearly,true,PayPal,324,725,true
138,Genderqueer,true,true,false,33,Weekly,Train,false,Mountain,false,false,Luxury,false,true,false,Yearly,false,Bank Transfer,416,588,true
139,Male,false,true,true,24,Yearly,Train,false,Mountain,true,false,Luxury,true,true,true,One-time,true,Cash,395,337,false
140,Female,false,true,true,45,Yearly,Car,false,Beach,true,false,Standard,false,true,false,One-time,false,Credit Card,324,413,true
141,Female,true,false,true,13,Yearly,Airplane,true,Beach,false,false,Standard,false,false,true,One-time,false,Cash,364,264,true
142,Female,true,false,true,33,Weekly,Airplane,false,City,true,true,Luxury,true,true,false,Monthly,true,Cash,164,609,true
143,Female,false,true,true,12,Yearly,Train,true,City,false,true,Standard,true,false,false,One-time,false,Credit Card,400,653,false
144,Non-binary,false,false,false,34,Weekly,Train,false,Mountain,false,true,Budget,false,true,false,Monthly,true,Cash,269,800,false
145,Male,true,true,false,48,Yearly,Train,false,City,false,true,Standard,true,false,true,Monthly,true,Bank Transfer,356,200,false
146,Female,false,true,true,35,Monthly,Car,false,Mountain,true,true,Budget,true,false,true,One-time,true,Cash,151,889,false
147,Male,false,true,false,40,Monthly,Car,false,Beach,false,true,Standard,true,false,false,One-time,false,Credit Card,433,494,false
148,Female,false,false,true,46,Monthly,Airplane,true,City,false,true,Luxury,true,true,false,Monthly,true,Cash,464,259,true
149,Female,true,false,true,50,Weekly,Train,false,Beach,true,false,Standard,false,true,true,Monthly,false,Credit Card,359,362,false
150,Female,true,false,true,10,Yearly,Car,false,Mountain,false,true,Standard,false,true,true,Yearly,false,Cash,190,214,true
151,Male,true,false,true,7,Weekly,Car,false,City,false,true,Budget,true,true,false,Monthly,false,Credit Card,464,328,true
152,Female,true,true,false,36,Monthly,Train,false,Mountain,true,true,Standard,true,false,false,Monthly,false,PayPal,231,441,true
153,Female,false,true,true,5,Monthly,Car,true,Beach,true,false,Budget,true,true,false,Monthly,false,PayPal,181,712,false
154,Male,false,true,true,18,Weekly,Car,true,Beach,false,false,Budget,true,true,false,Monthly,false,Credit Card,327,883,false
155,Female,false,false,true,10,Yearly,Car,false,City,true,false,Luxury,true,false,false,Monthly,true,Bank Transfer,226,638,false
156,Female,false,true,true,49,Monthly,Airplane,false,Beach,false,false,Luxury,false,false,true,Yearly,true,PayPal,197,784,true
157,Genderfluid,false,true,false,23,Yearly,Car,true,Mountain,false,false,Budget,false,true,true,Monthly,false,Credit Card,499,548,false
158,Female,true,false,false,30,Weekly,Airplane,false,Beach,false,true,Luxury,false,true,true,Yearly,true,Bank Transfer,432,544,false
159,Male,true,true,true,36,Weekly,Car,true,City,false,false,Standard,false,true,true,One-time,false,Cash,106,937,true
160,Female,true,true,true,3,Yearly,Car,true,City,false,true,Luxury,true,true,false,One-time,false,Bank Transfer,407,673,false
161,Female,false,true,true,49,Monthly,Airplane,true,Beach,false,true,Budget,false,false,false,One-time,true,Cash,343,979,false
162,Male,true,false,false,47,Yearly,Airplane,false,City,true,true,Budget,false,true,true,Monthly,true,Cash,466,898,true
163,Female,true,false,false,35,Weekly,Airplane,false,City,false,false,Budget,true,false,true,Yearly,false,Credit Card,419,628,true
164,Female,false,false,true,37,Monthly,Car,false,Mountain,false,true,Standard,true,true,true,One-time,false,Credit Card,323,657,true
165,Male,true,true,false,28,Weekly,Train,false,Mountain,false,true,Luxury,true,false,true,Yearly,true,Credit Card,321,305,false
166,Female,false,false,true,39,Weekly,Train,false,City,true,false,Luxury,true,false,true,Yearly,false,Credit Card,172,843,false
167,Female,true,false,false,46,Weekly,Train,false,City,true,true,Luxury,false,true,true,Monthly,false,Cash,158,393,true
168,Male,false,false,true,16,Yearly,Car,true,Beach,false,false,Luxury,true,true,false,Yearly,true,PayPal,427,614,true
169,Male,true,true,true,49,Yearly,Airplane,false,City,false,false,Luxury,false,true,true,Monthly,false,PayPal,130,848,false
170,Male,true,true,false,22,Monthly,Car,true,City,false,true,Budget,true,false,true,Monthly,true,Cash,493,532,true
171,Male,false,false,false,23,Monthly,Train,true,City,false,false,Standard,true,false,true,Yearly,true,Cash,117,243,false
172,Female,true,false,false,4,Weekly,Train,true,Beach,true,false,Luxury,true,true,true,Yearly,false,Credit Card,229,135,false
173,Genderfluid,false,false,false,28,Weekly,Car,true,Beach,true,true,Standard,false,false,true,One-time,true,Credit Card,278,318,false
174,Male,true,true,false,4,Yearly,Airplane,true,Mountain,true,false,Budget,false,false,false,One-time,true,Bank Transfer,310,956,false
175,Female,true,false,true,46,Weekly,Car,true,Mountain,true,false,Standard,true,true,true,One-time,true,PayPal,414,453,true
176,Female,true,false,false,14,Monthly,Train,true,Mountain,false,false,Budget,false,true,true,Monthly,true,Cash,131,609,false
177,Female,true,true,false,45,Yearly,Train,false,City,false,true,Standard,false,false,true,Monthly,false,PayPal,298,258,true
178,Female,true,true,true,24,Weekly,Airplane,true,Beach,true,false,Budget,true,false,false,Monthly,false,PayPal,371,761,true
179,Female,false,false,false,40,Monthly,Airplane,true,City,true,true,Luxury,false,false,false,Yearly,true,Bank Transfer,238,844,true
180,Female,true,true,true,1,Monthly,Airplane,true,Mountain,false,false,Standard,true,false,false,Yearly,false,Bank Transfer,158,574,true
181,Male,true,false,false,34,Monthly,Car,false,Mountain,false,false,Standard,false,true,true,One-time,true,PayPal,210,351,true
182,Male,true,false,false,18,Monthly,Car,false,Mountain,true,true,Luxury,false,true,false,One-time,false,Bank Transfer,319,736,true
183,Female,true,true,true,8,Weekly,Car,true,Mountain,false,true,Budget,true,false,true,One-time,true,Bank Transfer,132,126,false
184,Male,true,false,false,6,Monthly,Airplane,true,Mountain,true,true,Luxury,false,true,true,One-time,true,Credit Card,107,294,true
185,Male,false,false,false,3,Weekly,Train,true,City,true,false,Standard,true,true,true,Monthly,false,Credit Card,177,931,false
186,Female,true,true,true,21,Yearly,Train,true,Beach,false,false,Luxury,true,false,false,One-time,true,Cash,300,761,false
187,Male,false,true,false,18,Weekly,Car,true,Beach,true,true,Standard,true,true,false,One-time,true,Cash,107,672,false
188,Female,true,true,false,44,Monthly,Car,false,City,true,true,Luxury,true,true,true,Monthly,false,Cash,275,719,true
189,Female,true,true,false,49,Monthly,Train,false,Mountain,false,true,Budget,false,false,false,Monthly,true,PayPal,448,964,true
190,Genderqueer,true,true,true,4,Yearly,Airplane,false,Beach,false,true,Luxury,true,true,true,One-time,true,PayPal,161,811,true
191,Male,true,false,true,9,Monthly,Airplane,true,Beach,true,false,Standard,true,true,false,Monthly,false,PayPal,457,312,true
192,Female,true,false,true,13,Weekly,Car,false,Beach,false,true,Budget,true,true,true,Yearly,true,Bank Transfer,460,905,true
193,Male,true,true,false,50,Weekly,Airplane,true,City,false,true,Luxury,true,false,false,Monthly,true,Bank Transfer,315,601,false
194,Bigender,false,false,true,10,Yearly,Car,true,Beach,true,true,Standard,false,false,true,Yearly,false,PayPal,293,715,false
195,Male,false,true,true,4,Yearly,Train,false,Beach,false,true,Budget,true,true,false,Monthly,true,Cash,416,783,false
196,Female,false,true,false,34,Weekly,Airplane,false,Mountain,false,false,Standard,false,false,false,Yearly,true,Cash,274,569,true
197,Female,true,false,false,28,Monthly,Airplane,false,Mountain,false,false,Luxury,false,false,true,One-time,true,Bank Transfer,130,126,true
198,Male,true,true,true,36,Weekly,Train,true,Beach,false,false,Standard,false,false,false,One-time,false,Bank Transfer,425,948,true
199,Female,true,false,true,31,Weekly,Car,false,Beach,false,true,Standard,false,true,true,One-time,true,Bank Transfer,197,947,false
200,Female,true,true,true,35,Yearly,Airplane,false,Mountain,false,false,Luxury,false,true,false,Yearly,true,PayPal,141,741,true
201,Male,false,true,true,2,Weekly,Car,false,Mountain,false,true,Budget,true,false,true,Yearly,true,Bank Transfer,245,298,false
202,Female,false,true,false,6,Yearly,Car,false,Mountain,false,false,Budget,true,true,true,One-time,false,Cash,222,600,false
203,Genderqueer,true,true,false,18,Monthly,Airplane,true,Beach,true,true,Budget,true,false,true,Yearly,true,Bank Transfer,184,745,true
204,Female,false,true,true,31,Yearly,Airplane,true,Beach,false,false,Budget,true,true,true,Yearly,false,PayPal,377,375,false
205,Female,false,true,true,19,Yearly,Train,false,City,false,false,Luxury,false,true,true,Yearly,false,Cash,220,749,false
206,Male,false,true,false,1,Weekly,Car,false,Beach,true,false,Luxury,true,true,false,Monthly,true,Bank Transfer,461,728,true
207,Female,false,true,false,48,Weekly,Train,true,City,false,true,Standard,true,true,true,Monthly,false,Credit Card,393,803,true
208,Female,false,true,true,43,Weekly,Car,false,City,false,false,Standard,false,true,true,Monthly,true,Cash,455,589,false
209,Male,false,true,false,30,Weekly,Airplane,true,City,false,true,Budget,true,true,true,Yearly,true,Bank Transfer,472,343,false
210,Male,false,false,true,8,Weekly,Airplane,true,City,false,true,Standard,false,true,false,Yearly,false,Cash,198,372,true
211,Male,false,false,false,29,Monthly,Airplane,true,City,true,true,Standard,true,true,true,One-time,true,Credit Card,240,437,false
212,Female,false,true,true,48,Yearly,Train,false,City,true,true,Standard,true,true,false,Monthly,true,PayPal,111,511,true
213,Genderfluid,true,false,false,19,Yearly,Train,false,Beach,false,true,Luxury,true,true,true,One-time,false,PayPal,461,778,false
214,Female,true,true,true,15,Yearly,Car,false,Beach,false,false,Budget,true,true,false,Monthly,true,Cash,148,201,false
215,Male,true,false,false,37,Yearly,Airplane,true,Mountain,true,true,Standard,true,true,true,Monthly,false,Cash,312,378,false
216,Female,false,true,true,13,Yearly,Car,true,Mountain,false,false,Luxury,true,true,false,Yearly,true,PayPal,104,461,true
217,Female,true,true,true,39,Monthly,Car,true,Beach,true,true,Standard,true,false,true,Monthly,false,PayPal,335,274,true
218,Female,true,false,false,15,Monthly,Train,false,Beach,false,true,Luxury,true,false,false,Monthly,true,PayPal,437,587,true
219,Female,false,true,true,30,Weekly,Train,true,Mountain,false,false,Luxury,false,true,true,Monthly,true,Credit Card,402,951,true
220,Male,false,false,true,5,Monthly,Car,true,City,false,true,Budget,false,true,true,Monthly,true,Credit Card,259,959,false
221,Female,true,false,true,8,Weekly,Car,true,City,true,false,Standard,true,false,false,Monthly,false,Cash,284,325,false
222,Female,false,true,false,20,Yearly,Car,false,Beach,false,false,Budget,true,false,false,Yearly,false,Bank Transfer,122,299,true
223,Male,true,true,false,5,Monthly,Airplane,false,Mountain,true,false,Luxury,false,true,false,Yearly,true,Cash,179,604,false
224,Male,false,true,true,26,Yearly,Train,false,City,false,false,Luxury,true,false,false,One-time,false,Cash,382,737,false
225,Male,false,false,true,19,Monthly,Airplane,true,Mountain,true,false,Standard,true,false,true,One-time,false,Cash,366,542,true
226,Female,true,false,true,27,Yearly,Airplane,true,Beach,true,false,Standard,false,false,true,Yearly,false,PayPal,130,658,true
227,Female,true,false,true,6,Weekly,Car,true,Beach,true,true,Budget,false,false,false,Yearly,false,PayPal,193,832,true
